country_code,year,gdp_current_usd,gni_current_usd,gdp_per_capita_usd,population_total
CRI,2023,86497941438.9809,80477795958.8812,16942.0268119304,5105525
CSS,2000,25626304826.4456,24406073536.9076,6477.4574036148,3956229
CSS,2001,26505415976.1591,25216262988.9827,6647.8148021749,3987087
CSS,2002,27742784875.4435,26576084755.2466,6903.25781040976,4018796
CSS,2003,30590009155.8968,29191471101.7097,7551.24282111208,4050990
CSS,2004,33598465092.3498,32436641559.0822,8233.7696268216,4080569
CSS,2005,38224945558.7281,36650113524.8074,9439.49811647557,4049468
CSS,2006,44326566883.2222,42427513747.3266,10883.2162022029,4072929
CSS,2007,49740132543.1148,47924342692.5209,12135.1286013081,4098855
CSS,2008,57296761661.9305,55322959619.959,13890.2385284947,4124966
CSS,2009,47914002629.1154,46215118815.6177,11554.1764169119,4146899
CSS,2010,52562626422.0273,50708308547.5147,12594.873505728,4173335
CSS,2011,56502707806.0989,52603038489.6784,13449.4807692589,4201107
CSS,2012,59929287825.0841,56696799224.4613,14172.8904656639,4228445
CSS,2013,61756466512.7941,59243817376.0596,14504.715597077,4257682
CSS,2014,63820428909.9828,60926393989.2045,14888.5440422155,4286546
CSS,2015,62135017573.4907,60647603770.7943,14402.4725779389,4314191
CSS,2016,57729936370.5525,55814508232.9804,13297.7443496162,4341333
CSS,2017,59541578262.9548,57858550232.7062,13637.1207205804,4366140
CSS,2018,60893234438.5669,58138616755.4679,13815.3265154798,4407658
CSS,2019,61929300627.7488,59428879180.3191,13938.2023201976,4443134
CSS,2020,53180553803.0434,50759850887.611,11925.7573950011,4459302
CSS,2021,61961705340.7798,58429020754.9938,13833.3099303464,4479167
CSS,2022,78054577760.2976,68752304305.36,17355.8366579795,4497310
CSS,2023,79470143934.8758,74806526825.8211,17582.2636796878,4519904
CUB,2000,30565400000,29943500000,2751.3817714814,11109109
CUB,2001,31682400000,31178800000,2842.96704310394,11144132
CUB,2002,33590500000,32979826200,3005.21104247868,11177418
CUB,2003,35901200000,35340723500,3202.78109865637,11209383
CUB,2004,38203000000,37552770500,3399.21962893402,11238756
CUB,2005,42643836100,42010636100,3786.33799225291,11262554
CUB,2006,48835925925.9259,48263703703.7037,4329.98265964383,11278550
CUB,2007,54262870370.3704,53374259259.2593,4807.43888960684,11287272
CUB,2008,56302129629.6296,55325092592.5926,4986.12436479175,11291762
CUB,2009,57481481481.4815,55960185185.1852,5089.23519757167,11294719
CUB,2010,59562962962.963,58237037037.037,5272.26755824835,11297409
CUB,2011,68990000000,67926000000,6104.46105236166,11301571
CUB,2012,73141000000,72146000000,6470.83673392653,11303175
CUB,2013,77148000000,76226000000,6828.36428245396,11298167
CUB,2014,80656100000,79602100000,7146.70459051328,11285775
CUB,2015,87132800000,86013800000,7727.91997207998,11275065
CUB,2016,91370407863.7,90086407863.7,8110.55873961397,11265612
CUB,2017,96850649691.7406,95496649691.7406,8610.60829531998,11247829
CUB,2018,100050036096.123,98575036096.1232,8911.46205964193,11227118
CUB,2019,103427600000,101873600000,9232.26115935183,11202846
CUB,2020,107351800000,NA,9605.26125067263,11176354
CUB,2021,NA,NA,NA,11122168
CUB,2022,NA,NA,NA,11059820
CUB,2023,NA,NA,NA,11019931
CUW,2000,2120511229.05028,NA,15841.2612359949,133860
CUW,2001,2143450726.25698,NA,16609.8454536485,129047
CUW,2002,2160784692.73743,NA,16723.6925253468,129205
CUW,2003,2202117374.30168,NA,16695.7351137757,131897
CUW,2004,2237160502.7933,NA,16671.3403391655,134192
CUW,2005,2344637262.56983,2383575418.99441,17032.3356620744,137658
CUW,2006,2457581731.84358,2504134078.21229,17400.1637780186,141239
CUW,2007,2593831508.37989,2643519553.07263,18005.7165850772,144056
CUW,2008,2833476145.2514,2826424581.00559,19423.3352430175,145880
CUW,2009,2869153184.35754,2820837988.82682,19540.2476579348,146833
CUW,2010,2951342793.29609,2940670391.06145,19847.2310127979,148703
CUW,2011,2930092234.63687,2894784972.06704,19426.326382752,150831
CUW,2012,3012836256.98324,2951663072.6257,19809.8223198624,152088
CUW,2013,3033568603.35196,2951110502.7933,19721.2921646576,153822
CUW,2014,3059406983.24022,2993652793.29609,19623.029993395,155909
CUW,2015,3058779217.87709,3014589273.74302,19361.8130008678,157980
CUW,2016,3024690167.59777,2967651061.45251,18944.0961493998,159664
CUW,2017,3033433240.22346,2998237709.49721,18938.2440469703,160175
CUW,2018,3046364804.46927,3028320111.73184,19119.1243941688,159336
CUW,2019,3026124115.73275,3038652569.8324,19220.6865793075,157441
CUW,2020,2534327592.49914,2551929888.26816,16356.0933254541,154947
CUW,2021,2739594359.5908,2771395865.92179,17979.9982909306,152369
CUW,2022,3075180834.72417,3139991516.08939,20501.7522782219,149996
CUW,2023,3281419347.37053,3287571117.34559,21061.741639092,155800
CYM,2000,NA,NA,NA,39674
CYM,2001,NA,NA,NA,41089
CYM,2002,NA,NA,NA,42514
CYM,2003,NA,NA,NA,43934
CYM,2004,NA,NA,NA,45352
CYM,2005,NA,NA,NA,46788
CYM,2006,4200288241.15296,NA,87085.0937376216,48232
CYM,2007,4466278065.11226,NA,89888.2618212462,49687
CYM,2008,4585949023.79609,NA,89655.1196222184,51151
CYM,2009,4281714566.85827,NA,81373.5711516642,52618
CYM,2010,4156841107.36443,3934132216.52887,76837.6699636672,54099
CYM,2011,4186073104.29242,4044214536.85815,75280.960764889,55606
CYM,2012,4291004524.0181,2904990579.96232,75101.59136128,57136
CYM,2013,4405796023.18409,2646064824.2593,75113.7332398618,58655
CYM,2014,4562853611.41445,2632382489.52996,75845.3060407986,60160
CYM,2015,4708167232.66893,2793005892.02357,76379.2095108681,61642
CYM,2016,4909322237.28895,3102982371.92949,77802.2541567187,63100
CYM,2017,5166281305.12522,3460458641.83457,80053.9444506891,64535
CYM,2018,5530178440.71376,3860560522.24209,83865.5531568184,65941
CYM,2019,5941896607.58643,4403860295.44118,88254.2903677044,67327
CYM,2020,5655358021.43209,3861758367.03347,82338.7982853661,68684
CYM,2021,6060026520.10608,4668860955.44382,86438.445257404,70108
CYM,2022,6600843963.37585,4360315001.26,92202.1478031576,71591
CYM,2023,7139428557.71423,NA,97749.5078960846,73038
CYP,2000,9985847313.85485,9128568331.76249,14388.3525390625,947667
CYP,2001,10397898907.1038,9655802367.94171,14821.44921875,964127
CYP,2002,11420228846.1538,10831199038.4615,16093.2158203125,981440
CYP,2003,14547329558.3239,13954369195.923,20252.24609375,999590
CYP,2004,17320551250,16345890000,23792.619140625,1017875
CYP,2005,18433412510.8817,17475010570.8245,24959.26171875,1036151
CYP,2006,20072754986.8272,18960303600.552,26729.28125,1054418
CYP,2007,23968727073.6381,22433135778.8119,31244.87890625,1072714
CYP,2008,27844646257.507,27388166105.1706,35397.296875,1091026
CYP,2009,26048179949.1741,25975726611.6007,32236.44921875,1109371
CYP,2010,25799940077.6075,25431296723.2262,31105.02734375,1127816
CYP,2011,27641547909.7011,28366739790.7056,32485.796875,1146493
CYP,2012,25047436974.6819,24872764788.5623,28991.935546875,1165397
CYP,2013,23959712860.8331,23645299457.4637,27797.45703125,1183895
CYP,2014,23225918259.9824,22592071770.9452,27244.3515625,1201801
CYP,2015,19909278416.8575,19774901919.0144,23487.228515625,1219502
CYP,2016,21046462280.5979,20211956551.818,24715.154296875,1237112
CYP,2017,22946570628.7576,22248590723.5152,26696.990234375,1254275
CYP,2018,25754001367.5448,24823400132.0307,29599.986328125,1270737
CYP,2019,26196667099.5303,24793491597.2219,29703.052734375,1286671
CYP,2020,25555093854.2968,23839852610.9473,28649.015625,1302247
CYP,2021,30372642502.4897,27682460194.8683,33734.03515625,1317309
CYP,2022,30935566076.6788,28480656554.5942,33894.44921875,1331370
CYP,2023,33886930712.3394,30644231434.6265,36551.41796875,1344976
CZE,2000,62175642238.0847,60973144537.5756,6062.92152842793,10255063
CZE,2001,68135304463.9641,66225651164.5638,6669.07494847497,10216605
CZE,2002,82607869609.574,79651756642.0067,8101.26018588111,10196916
CZE,2003,100435924704.881,97070863908.6816,9852.45677945801,10193998
CZE,2004,120147899983.657,114472836364.485,11782.5546676117,10197101
CZE,2005,137264185596.1,130927771794.936,13442.4916284309,10211216
CZE,2006,156236258386.589,146511046398.414,15259.0788162004,10238905
CZE,2007,190040702286.917,177792960376.866,18452.6532812196,10298828
CZE,2008,236506264753.95,222079113386.482,22774.7045076205,10384603
CZE,2009,206971882704.716,192651681267.377,19817.4215836554,10443936
CZE,2010,211168667286.27,194806330422.945,20160.4355077059,10474410
CZE,2011,231429378717.312,212979698706.387,22049.1080788682,10496088
CZE,2012,210363223087.728,197308236495.978,20014.0354015165,10510785
CZE,2013,213024360541.119,199972322405.652,20260.4954999375,10514272
CZE,2014,210911285077.683,196895676261.592,20038.4163180257,10525347
CZE,2015,189107698561.919,175221505157.782,17931.5987670768,10546059
CZE,2016,198160659303.939,183433604178.956,18753.9686718096,10566332
CZE,2017,221563575696.217,207489084401.603,20913.197632212,10594438
CZE,2018,251992360762.236,237586645139.765,23705.9329811299,10629928
CZE,2019,256794209028.77,240920145210.348,24062.7190013343,10671870
CZE,2020,251109660602.536,238151549423.207,23472.8915454417,10697858
CZE,2021,290972714482.313,282456772943.591,27696.4619527544,10505772
CZE,2022,301831228325.556,289548186839.063,28282.2236715857,10672118
CZE,2023,343206568134.637,338283575533.924,31591.0568216357,10864042
DEU,2000,1966980701145.1,1955278530149.02,23925.8559901991,82211508
DEU,2001,1966381496641.73,1952097101306.7,23878.3641471651,82349925
DEU,2002,2102350798305.89,2080222481981.96,25486.5942008748,82488495
DEU,2003,2534715518349.01,2508539335714.11,30711.1022511331,82534176
DEU,2004,2852317768061.78,2869353010287.65,34566.7359143735,82516260
DEU,2005,2893393187361.87,2916857973989.1,35084.4363546269,82469422
DEU,2006,3046308753670.58,3097166784017.64,36980.3349948954,82376451
DEU,2007,3484056680854.91,3534031162554.91,42350.9217211489,82266372
DEU,2008,3808786022312.5,3844810706764.06,46386.3295924799,82110097
DEU,2009,3479800820863.28,3557491596544.14,42487.2137101496,81902307
DEU,2010,3468154343000.01,3537379290183.34,42409.9356994694,81776930
DEU,2011,3824828563521.41,3922726168414.4,47646.582043143,80274983
DEU,2012,3597896500945.31,3684358924196.49,44735.5882319701,80425823
DEU,2013,3808086291482.36,3897064887637.66,47220.0102098851,80645605
DEU,2014,3965800686309.79,4048558314167.83,48971.0824722599,80982500
DEU,2015,3423568450957.03,3490733923303.9,41911.0109851054,81686611
DEU,2016,3537784107980.55,3638863179535.81,42961.0356905775,82348669
DEU,2017,3763092263752.95,3858447522177.65,45526.5999576533,82657002
DEU,2018,4052008447223.53,4211150334101.17,48874.8595028454,82905782
DEU,2019,3957208055215.68,4103443890956.86,47623.8656074829,83092962
DEU,2020,3940142541354.1,4039722624720.63,47379.765194548,83160871
DEU,2021,4348297440387.53,4495301416267.37,52265.6541620571,83196078
DEU,2022,4163596357879.39,4314497174675.11,49686.1154582583,83797985
DEU,2023,4525703903627.53,4684290329409.89,53940.4073447462,83901923
DJI,2000,551230861.856505,567019654.402125,737.612183644052,747318
DJI,2001,572417440.820162,584835781.927853,742.133791107063,771313
DJI,2002,591122039.601398,606415674.005886,743.013270420348,795574
DJI,2003,622044665.515049,642959470.180789,764.634465224597,813519
DJI,2004,666072101.777505,688601797.19898,806.261652944964,826124
DJI,2005,708633194.726566,729424209.857023,844.4483573908,839167
DJI,2006,768873684.032838,791915417.986619,898.464628136774,855764
DJI,2007,847918929.107984,871804682.620512,969.573220191902,874528
DJI,2008,999105339.267729,1031814867.12319,1119.15233346969,892734
DJI,2009,1049110684.72493,1070790733.7906,1150.9375857489,911527
DJI,2010,1128611700.3618,1145970369.28669,1213.23352553429,930251
DJI,2011,1239144501.77525,1247888544.40387,1306.34552844977,948558
DJI,2012,1353632941.5207,1381266141.87406,1400.19357858954,966747
DJI,2013,2044440443.16654,2016608054.19731,2075.94498424748,984824
DJI,2014,2220637966.25047,2196986287.49557,2214.62084142432,1002717
DJI,2015,2424391785.43897,2397387660.99673,2376.12554719873,1020313
DJI,2016,2604955228.70117,2524970308.51728,2510.4300076241,1037653
DJI,2017,2762581334.22612,2635915380.28708,2618.95521147369,1054841
DJI,2018,2913464658.08768,2771292500.60488,2718.08338799203,1071882
DJI,2019,3088851450.30694,2995009360.73959,2837.16902340932,1088709
DJI,2020,3144136196.6228,3045567091.11473,2844.88810647853,1105188
DJI,2021,3392796953.08939,3332455181.43607,3025.91126413549,1121248
DJI,2022,3562814908.76149,3630581242.21432,3133.25779772463,1137096
DJI,2023,3917150480.80981,4020135814.68873,3397.52015779588,1152944
DMA,2000,333470370.37037,294151851.851852,4867.39896323759,68511
DMA,2001,377462962.962963,352355925.925926,5527.51527300496,68288
DMA,2002,375200000,347269629.62963,5488.02784969357,68367
DMA,2003,373318518.518519,346302333.333333,5447.44011496284,68531
DMA,2004,396711111.111111,363378074.074074,5778.83306546506,68649
DMA,2005,391455555.555556,362476037.037037,5695.22442394675,68734
DMA,2006,416674074.074074,401669740.740741,6055.78109574854,68806
DMA,2007,444685185.185185,425070333.333333,6459.03503689609,68847
DMA,2008,480003703.703704,461667629.62963,6971.32633839289,68854
DMA,2009,515618518.518519,501962962.962963,7487.49010395154,68864
DMA,2010,519859259.259259,510418518.518519,7549.61964680375,68859
DMA,2011,532081481.481481,521533333.333333,7705.40717248319,69053
DMA,2012,520355555.555556,510825925.925926,7528.51001990155,69118
DMA,2013,545325925.925926,525818518.518519,7822.21797211398,69715
DMA,2014,572255555.555555,556025925.925926,8131.74876096735,70373
DMA,2015,583177777.777778,561085185.185185,8282.59874702141,70410
DMA,2016,612711111.111111,592244444.444444,8802.56172041363,69606
DMA,2017,563355555.555555,566551851.851852,8224.64896571414,68496
DMA,2018,628244444.444444,629651851.851852,9215.3085405645,68174
DMA,2019,644259259.259259,634762962.962963,9491.14995962374,67880
DMA,2020,528944444.444444,537618518.518518,7827.74842680426,67573
DMA,2021,562911111.111111,563414814.814815,8376.40414141113,67202
DMA,2022,623062962.962963,625981481.481481,9323.66089490562,66826
DMA,2023,659311111.111111,658877777.777778,9912.96212766668,66510
DNK,2000,164043817223.59,160307060409.991,30722.0251837567,5339616
DNK,2001,164881594415.341,162450978036.238,30768.4775471112,5358783
DNK,2002,178788209558.311,176565417305.281,33257.1622586509,5375931
DNK,2003,218421193436.252,216468873810.283,40519.0974905924,5390574
DNK,2004,251986155630.852,252295071022.016,46625.050098011,5404523
DNK,2005,265150087711.985,267281762243.826,48925.8076698784,5419432
DNK,2006,283386151543.687,286812403309.343,52119.1787984282,5437272
DNK,2007,320213157595.018,321794551499.899,58631.6566433635,5461438
DNK,2008,354979471960.142,358920185951.629,64616.665758366304,5493621
DNK,2009,322619152194.594,325821783655.729,58412.7472358513,5523095
DNK,2010,322345594075.47,327612451825.411,58104.5445594981,5547683
DNK,2011,344315595263.175,351569643417.089,61809.737898222,5570572
DNK,2012,326792574244.963,334180090640.392,58443.7747103968,5591572
DNK,2013,344631016965.12,355510183830.163,61377.5940590412,5614932
DNK,2014,352832602064.452,365645289652.797,62520.4509747011,5643475
DNK,2015,301758922337.637,311066436036.952,53094.0133607574,5683483
DNK,2016,312181849372.233,320020671940.78,54500.9260410217,5728010
DNK,2017,331610593961.988,338899001120.246,57521.5514992225,5764980
DNK,2018,355293374912.393,365236933204.871,61324.7665045565,5793636
DNK,2019,345401473012.615,355443582780.668,59404.2663247723,5814422
DNK,2020,355631021931.621,367136215276.414,60985.4885601514,5831404
DNK,2021,408378204639.999,424501033300.764,69727.9873677012,5856733
DNK,2022,401945576107.963,414709867315.259,68091.3191138669,5903037
DNK,2023,407091920305.404,418673805445.712,68453.8769281145,5946952
DOM,2000,24305780628.6677,23264382288.6665,2831.45883638033,8584190
DOM,2001,25601823687.5742,24510264393.3885,2935.89367312668,8720283
DOM,2002,27137440786.2562,25985365358.0358,3065.60329524196,8852235
DOM,2003,21403167848.1444,20001897173.9871,2383.26171780393,8980620
DOM,2004,22322387382.494,20508091854.3064,2451.69161616569,9104892
DOM,2005,35777560683.9366,33873692624.5413,3878.31206735244,9225034
DOM,2006,37879830084.2627,36027481304.4491,4055.14270347371,9341183
DOM,2007,43965458508.5056,41782483674.1949,4649.64558875814,9455658
DOM,2008,48091433554.186,46343216224.0129,5023.58513403515,9573130
DOM,2009,48223781476.8909,46502562939.048,4973.95186999952,9695265
DOM,2010,53801053352.5005,51873853353.652,5478.62470398954,9820175
DOM,2011,57948261615.957,55693761615.4975,5826.51014109195,9945621
DOM,2012,60561635555.6383,58162035555.1195,6013.81965002603,10070411
DOM,2013,62555417414.582,59583117413.79,6136.59429329301,10193833
DOM,2014,67014329099.5549,63766929099.5595,6496.45166971142,10315528
DOM,2015,70966782572.4386,68030382571.6305,6800.95309395474,10434829
DOM,2016,75552902635.7075,72299802635.1952,7160.44200982307,10551430
DOM,2017,79070274743.1658,75276474742.7534,7412.71571571512,10666843
DOM,2018,84994732049.3461,81303032048.4998,7882.98221584944,10782053
DOM,2019,89146130744.723,85077230745.0388,8183.01623600375,10894043
DOM,2020,78546672406.8291,74721672407.2714,7135.22273255899,11008300
DOM,2021,94850719516.7127,90140219517.2108,8527.0754858205,11123476
DOM,2022,113478087134.8,109167087134.8,10104.2449349081,11230734
DOM,2023,120456239153.739,115018639153.026,10630.431743829,11331265
DZA,2000,54790398570.3282,52080377793.2312,1772.92869122761,30903893
DZA,2001,59413400923.6364,57817856450.4956,1896.30020878013,31331221
DZA,2002,61516103406.1688,59323635606.0787,1937.46411413019,31750835
DZA,2003,73482264190.9245,71027324448.3896,2283.77299346126,32175818
DZA,2004,91913680985.1708,88398583969.6034,2816.99384960555,32628286
DZA,2005,107046618669.707,102459870112.452,3233.13339634212,33109249
DZA,2006,123084258693.01,118661478758.192,3660.66104745322,33623506
DZA,2007,142482739809.849,140762493433.623,4167.4516993753105,34189416
DZA,2008,180383848331.135,179148225224.053,5180.91881514686,34816961
DZA,2009,150317292079.359,149162398987.978,4235.42990456612,35490445
DZA,2010,177785053939.531,177703049242.49,4912.78585503672,36188236
DZA,2011,218331946925.304,216589368243.66,5916.31364364343,36903376
DZA,2012,227143746075.934,224964112461.511,6033.64884689543,37646166
DZA,2013,229701430292.157,225944267491.848,5979.60138960585,38414171
DZA,2014,238942664192.59,234461348665.993,6094.69392314956,39205031
DZA,2015,187493855609.345,183649437186.975,4685.05902729002,40019529
DZA,2016,180763839522.151,179594281655.137,4424.98529027556,40850721
DZA,2017,189880896903.073,187682164214.748,4554.66753957828,41689299
DZA,2018,194554483655.528,190390454064.656,4577.21029180491,42505035
DZA,2019,193459662090.677,189548593096.822,4468.45341883656,43294546
DZA,2020,164873415325.201,162137110259.921,3743.5419522929,44042091
DZA,2021,186231205262.082,182588498523.667,4160.55926736925,44761099
DZA,2022,225638456572.143,220378411278.286,4961.55257664733,45477389
DZA,2023,247626161016.414,244041138304.928,5364.02795022731,46164219
EAP,2000,1748622008555.14,1720145365130.64,961.303434214689,1819011507
EAP,2001,1862936700598.97,1834539895963.31,1014.5272150457,1836260943
EAP,2002,2063865597523.44,2039068915292.49,1114.00178060461,1852659155
EAP,2003,2337904282151.01,2313545299184.77,1251.28011900821,1868409996
EAP,2004,2712369133554.55,2689104470962.35,1439.93464535308,1883675167
EAP,2005,3140099149726.9,3104379175391.49,1653.68143511647,1898853723
EAP,2006,3783281484312.31,3759319070867.43,1976.6339007011,1914002124
EAP,2007,4787059707873.47,4776225163823.12,2481.3895257792,1929185103
EAP,2008,6062022801626.32,6070056864091.03,3117.83389751487,1944305887
EAP,2009,6581358530402.03,6555897401198.99,3359.5200934674,1959017463
EAP,2010,8008617895382.8,7958684266882.16,4057.86841611259,1973602166
EAP,2011,9774263725668.94,9683225738777.09,4913.89621427227,1989106668
EAP,2012,10905342361452.4,10849737318656.5,5434.8274709338,2006566431
EAP,2013,12047516755923.6,11927721296216.7,5952.77111218013,2023850158
EAP,2014,13004694293114.3,12977345719782.3,6373.65105683767,2040383789
EAP,2015,13548910408226.5,13456491043112,6589.77384002779,2056050896
EAP,2016,13844122755580.7,13747249414988.8,6683.18386893998,2071486140
EAP,2017,15115625538820.6,15050716731805.1,7241.92533795167,2087238522
EAP,2018,16902106236749.5,16789388593690.5,8045.94448809301,2100698838
EAP,2019,17503362758566.8,17412966154531,8286.43967532333,2112289891
EAP,2020,17805361735240.5,17647800263232.2,8391.36838432689,2121866294
EAP,2021,21231549654292.7,21035033871471.2,9974.63640001599,2128553744
EAP,2022,21563623056097.7,21342290618958.3,10106.8725194012,2133560408
EAP,2023,21644107579563.1,21451694188829.7,10125.7668065643,2137527754
EAR,2000,3377884083963.95,3315160115079.13,1346.07544551274,2509431470
EAR,2001,3351422428182.59,3297945362030.48,1311.02608707682,2556335424
EAR,2002,3255298964184.05,3213112879044.65,1251.11533815752,2601917557
EAR,2003,3621766615108.89,3570235704693.92,1368.19685555926,2647109296
EAR,2004,4208504235790,4137194226714.61,1562.64951738479,2693184997
EAR,2005,4895917406969,4812990064426.96,1787.58345274104,2738846905
EAR,2006,5597875766985.71,5529838525472.85,2010.20655978818,2784726644
EAR,2007,6627227343207.44,6566989234355.1,2341.33634379859,2830531957
EAR,2008,7456893137377.44,7395073061152.59,2592.85063552253,2875943965
EAR,2009,7174570406361.96,7111518329439.6,2455.72962995221,2921563644
EAR,2010,8714218978329.98,8633425186567.69,2936.94376472564,2967104472
EAR,2011,9827387161912.76,9725597891598.86,3261.14562505487,3013476947
EAR,2012,10279191899797.6,10172078093185.2,3360.45461072029,3058869436
EAR,2013,10438033636609.8,10320601218119.2,3363.11822444288,3103677284
EAR,2014,10797621479002.5,10693334466413.3,3431.30202471111,3146800078
EAR,2015,10271831724034.8,10182071076334.6,3219.68827173818,3190318707
EAR,2016,10571969587055.3,10472249362632,3269.98432817621,3233033717
EAR,2017,11475929617611.4,11351728087740.7,3505.10621501561,3274060446
EAR,2018,11652111473280.5,11518913814755.3,3515.76621670583,3314245247
EAR,2019,11887904124496.5,11751355249655,3543.32390703605,3355014793
EAR,2020,11039712538107.1,10917797952938.7,3250.74974734387,3396051187
EAR,2021,12923331307987.7,12761914343668,3765.51079786712,3432026092
EAR,2022,14274765147164.7,14105714773348.2,4113.00084852322,3470644834
EAR,2023,15147839465127.3,14977514917377.6,4313.64804240795,3511607650
EAS,2000,8390400776264.31,8416853275913.5,4092.5797350059,2050149617
EAS,2001,7805815452189.22,7835435014570.38,3773.32777691441,2068682053
EAS,2002,7932744497165.01,7956402076457.37,3802.58650311717,2086144389
EAS,2003,8726853988151.13,8763911228637.39,4150.18638962095,2102761941
EAS,2004,9788604342687.1,9839569690796.94,4619.99486205368,2118747885
EAS,2005,10444725059782,10475975463457.7,4893.1213787835,2134573057
EAS,2006,11076471335442.9,11142273763861.6,5150.19682285776,2150688938
EAS,2007,12387594250632.3,12476149840948.1,5716.3489723968,2167046538
EAS,2008,14296876049479.9,14401056643901.9,6547.77033163535,2183472438
EAS,2009,14722165533582.7,14795352882512.5,6694.4838761923,2199148703
EAS,2010,17186395967351.8,17250648507643.8,7760.44827813549,2214613815
EAS,2011,19920538113453.8,19958547628185.2,8929.66684535938,2230826576
EAS,2012,21319769973614.6,21393820118014.7,9479.32344288198,2249081393
EAS,2013,21588573822278.5,21602815584026.4,9522.66749841489,2267072102
EAS,2014,22293948157836.7,22409702174485.2,9759.27563362099,2284385542
EAS,2015,22220470013499.6,22267554334085.6,9657.52889618953,2300844269
EAS,2016,23005487018716.5,23051936577973.8,9928.67149927477,2317076058
EAS,2017,24563743482148.7,24645068584666.4,10526.6771695761,2333475520
EAS,2018,26749413596913.5,26761541445237.6,11394.4809001741,2347576325
EAS,2019,27322078215458.3,27378493253199.2,11578.2748298091,2359771090
EAS,2020,27474338351594.1,27485584887193.8,11595.2940923559,2369438682
EAS,2021,31548481959790.6,31570317524726.9,13282.7636699758,2375144416
EAS,2022,31135994741903.4,31078861010704.6,13084.2848090909,2379648196
EAS,2023,31279384293039.7,31249977311387,13117.90954458,2384479340
ECA,2000,390808949021.067,383807174632.926,1788.70902196512,218486598
ECA,2001,335210031231.521,327444285328.91,1527.60473801197,219435056
ECA,2002,390006301882.367,382544494127.18,1769.53649533764,220400259
ECA,2003,497298674298.607,488024204378.472,2246.15793186653,221399692
ECA,2004,640053661627.226,629581280400.133,2877.7671587306,222413290
ECA,2005,796900880717.999,781170687263.582,3567.7847379435,223360135
ECA,2006,927052493706.962,904401335442.847,4130.92757919905,224417513
ECA,2007,1167638555244.69,1138262125024.78,5189.13402436732,225016072
ECA,2008,1397467751226.62,1357619913771.81,6169.16878576047,226524480
ECA,2009,1165225630371.32,1134901212225.93,5105.02072156603,228250911
ECA,2010,1379506173059.08,1343972126303.69,5995.07850827244,230106440
ECA,2011,1568875044071.92,1518565294026.61,6762.72946012902,231988438
ECA,2012,1654227411506.01,1611268446836.64,7071.92003622417,233914892
ECA,2013,1804367950694.07,1761355919057,7646.16667724963,235983340
ECA,2014,1731834762740.49,1693557600434.23,7273.11278224833,238114658
ECA,2015,1509371606861.6,1487196984843.84,6282.95418433325,240232789
ECA,2016,1449055610153.63,1421174292542.63,5977.68550933388,242410814
ECA,2017,1494762564964.78,1461272994868.45,6112.70276991575,244533821
ECA,2018,1468176796062.36,1429668931824,5952.2500299061,246659127
ECA,2019,1498314108819.45,1459222695141.31,6020.63670154835,248863066
ECA,2020,1437141951950.75,1412375756285.04,5733.41761868436,250660609
ECA,2021,1670340539745.28,1622609054081.41,6623.35137698536,252189631
ECA,2022,1817993344339.27,1780868840295.04,7247.60981221236,250840400
ECA,2023,2134737666916.84,2091684492447.32,8571.4101866164,249053262
ECS,2000,10077728121071.6,10065417825596.3,11645.2688989358,865392479
ECS,2001,10182157832948.9,10155825588496.3,11749.673611715,866590696
ECS,2002,11151146518466.2,11103888971486.2,12843.4681104662,868234843
ECS,2003,13559348716887.9,13528874794347.3,15575.9793987346,870529446
ECS,2004,15805164816484,15803010575033.8,18102.9866101055,873069464
ECS,2005,16824540595453.9,16851077180511,19215.6623067218,875563919
ECS,2006,18222918708363.6,18207542489884.2,20751.0873201639,878166933
ECS,2007,21289911466320.4,21170156088777.5,24175.0503054007,880656346
ECS,2008,23433249814465.5,23168772960145.2,26501.4656681781,884224673
ECS,2009,20628542800631.9,20537452629334.1,23237.1151341226,887741128
ECS,2010,21102997002120.9,21080222752946.8,23684.8766148124,890990371
ECS,2011,23416306190930,23364258013797.5,26221.7856583388,893009595
ECS,2012,22544769718453.8,22478405717488.1,25146.0197755091,896554203
ECS,2013,23559015496363.8,23477991827921,26177.1096409942,899985362
ECS,2014,23897535554830.2,23813315369371.3,26444.7930069568,903676408
ECS,2015,20583343138821,20447851293944.7,22676.9494565466,907676898
ECS,2016,20511787410869.2,20413903874349.4,22496.7758500912,911765648
ECS,2017,21766184431710.6,21673185576465.1,23780.6167949133,915290996
ECS,2018,23306977599232,23260142585419.4,25362.6758114579,918947897
ECS,2019,23032792622187.5,22993244488963.8,24975.4166431436,922218554
ECS,2020,22287615625568.5,22164786111019.5,24121.4791035767,923973838
ECS,2021,25513859723979.1,25509999206947.1,27591.4108786977,924702975
ECS,2022,25700849227224.3,25618108260264.6,27782.8616206223,925061269
ECS,2023,27617157896730.2,27518519794587.9,29835.7180523654,925640799
ECU,2000,17539454727.3637,16145751875.938,1382.23421759909,12689206
ECU,2001,23127055000,21775467000,1791.30359685037,12910740
ECU,2002,27054197000,25814812000,2059.1585535974,13138472
ECU,2003,30965208000,29487961000,2315.62215223014,13372306
ECU,2004,35194947000,33374312000,2586.20914663347,13608701
ECU,2005,40278849000,38481875000,2909.02606014388,13846163
ECU,2006,45690762000,43882484000,3243.67010359339,14086131
ECU,2007,49848725000,47901187000,3478.92488770671,14328773
